parents,clones,t1,t2,t3
1841,1841,2075,6385,13855
1842,1842,2075,9557,15930
1843,1843,2075,7366,21891
1844,1844,2075,9515,13365
1845,1845,2075,6803,14912
1846,1846,2075,6761,16958
1847,1847,2075,6354,11497
1848,1848,2075,8336,15072
1849,1849,2066,5895,12978
1850,1850,2066,7064,12714
1851,1851,2066,1680,3669
1852,1852,2066,5509,8187
1853,1853,2056,7950,16600
1854,1854,2056,7815,15402
1855,1855,2056,7543,17034
1856,1856,2056,5592,12054
1857,1857,2056,6677,19637
1858,1858,2056,7502,20373
1859,1859,2056,7982,13704
1860,1860,2056,8712,14874
1861,1861,2056,7314,15242
1862,1862,2056,8107,10941
1863,1863,2056,6677,17345
1864,1864,2056,7825,14336
1865,1865,2047,10246,17128
1866,1866,2047,4852,8838
1867,1867,2047,6897,14346
1868,1868,2047,9568,14497
1869,1869,2047,5624,7762
1870,1870,2047,8629,16968
1871,1871,2047,8149,17930
1872,1872,2047,3641,3858
1873,1873,2047,7408,11875
1874,1874,2037,5394,10318
1875,1875,2037,8034,14487
1876,1876,2027,10851,20005
1877,1877,2027,6907,13091
1878,1878,2027,10621,18373
1879,1879,2027,7032,8875
1880,1880,2027,4904,10997
1881,1881,2027,9954,18062
1882,1882,2027,7429,11063
1883,1883,2027,3015,4744
1884,1884,2027,7825,11563
1885,1885,2027,6615,9724
1886,1886,2018,9714,20363
1887,1887,2018,10872,25824
1888,1888,2018,5624,10837
1889,1889,2018,9724,15157
1890,1890,2018,8827,14874
1891,1891,2018,8389,17883
1892,1892,2018,6604,17920
1893,1893,2018,7387,14827
1894,1894,2018,10287,28597
1895,1895,2008,6166,7225
1896,1896,2008,11466,28059
1897,1897,2008,5958,13478
1898,1898,2008,6166,13270
1899,1899,2008,8399,13261
1900,1900,2008,7220,13827
1901,1901,2008,5405,14921
1902,1902,2008,6062,13629
1903,1903,2008,6458,10337
1904,1904,1999,7241,9441
1905,1905,1999,12040,22561
1906,1906,1999,5947,13195
1907,1907,1999,6573,13195
1908,1908,1999,7439,13204
1909,1909,1999,8722,19090
1910,1910,1999,5206,13318
1911,1911,1999,6719,8979
1912,1912,1999,7481,9583
1913,1913,1999,7543,11139
1914,1914,1999,6542,12195
1915,1915,1989,8222,19467
1916,1916,1989,8587,15619
1917,1917,1989,6511,18873
1918,1918,1989,5352,10007
1919,1919,1989,12040,26796
1920,1920,1980,13532,23551
1921,1921,1980,7189,16553
1922,1922,1980,5645,11375
1923,1923,1970,8295,11573
1924,1924,1970,8983,19741
1925,1925,1970,9255,26984
1926,1926,1970,6740,8828
1927,1927,1970,7815,15147
1928,1928,1970,5050,7923
1929,1929,1970,7648,18005
1930,1930,1961,7627,15657
1931,1931,1961,6208,8762
1932,1932,1961,4977,6857
1933,1933,1961,6051,11790
1934,1934,1961,8023,14685
1935,1935,1951,6072,6942
1936,1936,1951,4987,10007
1937,1937,1951,7502,12818
1938,1938,1951,5978,12082
1939,1939,1951,8368,9686
1940,1940,1951,6782,13695
1941,1941,1951,7627,16826
1942,1942,1951,8190,13742
1943,1943,1951,6375,15374
1944,1944,1941,6886,10639
1945,1945,1941,5843,10931
1946,1946,1941,8545,16826
1947,1947,1941,3203,4546
1948,1948,1941,9547,18684
1949,1949,1941,6698,11035
1950,1950,1932,5478,9479
1951,1951,1932,8128,13638
1952,1952,1922,10287,23627
1953,1953,1922,9495,16958
1954,1954,1922,7439,16458
1955,1955,1922,9411,16109
1956,1956,1922,6625,14478
1957,1957,1922,6323,10479
1958,1958,1922,4852,12384
1959,1959,1922,4925,12997
1960,1960,1922,6531,14515
1961,1961,1922,7397,15647
1962,1962,1922,9964,17232
1963,1963,1922,8117,13327
1964,1964,1913,5102,8932
1965,1965,1913,8503,20995
1966,1966,1913,3913,7140
1967,1967,1913,6615,12393
1968,1968,1913,7074,11554
1969,1969,1913,9515,17185
1970,1970,1913,5092,5876
1971,1971,1903,10434,21354
1972,1972,1903,4288,6168
1973,1973,1903,7439,9347
1974,1974,1894,9004,22693
1975,1975,1894,8482,16006
1976,1976,1894,6135,14346
1977,1977,1894,5363,7998
1978,1978,1894,3276,6517
1979,1979,1894,8942,19382
1980,1980,1894,13230,25060
1981,1981,1884,9265,12705
1982,1982,1884,3662,6942
1983,1983,1884,3725,6668
1984,1984,1884,5248,5206
1985,1985,1884,8149,21542
1986,1986,1884,16944,27305
1987,1987,1884,5655,12554
1988,1988,1884,6469,13619
1989,1989,1884,7011,24145
1990,1990,1884,6271,15298
1991,1991,1874,7909,15459
1992,1992,1874,6876,11856
1993,1993,1874,2848,7432
1994,1994,1874,6083,8734
1995,1995,1874,6271,14770
1996,1996,1865,9296,16883
1997,1997,1865,6813,10535
1998,1998,1865,8493,17043
1999,1999,1865,11560,25805
2000,2000,1855,5478,8668
2001,2001,1855,5978,8762
2002,2002,1855,13125,22636
2003,2003,1855,9338,18496
2004,2004,1855,2473,6734
2005,2005,1855,6563,9262
2006,2006,1855,3527,8281
2007,2007,1855,6041,10054
2008,2008,1855,5467,13176
2009,2009,1855,6438,11497
2010,2010,1855,3777,9479
2011,2011,1855,5269,13770
2012,2012,1855,7053,15977
2013,2013,1846,5394,13469
2014,2014,1846,13887,38350
2015,2015,1846,7241,19495
2016,2016,1846,9985,12676
2017,2017,1846,5582,13082
2018,2018,1846,5311,6395
2019,2019,1846,6980,10903
2020,2020,1846,6500,8970
2021,2021,1846,5947,8017
2022,2022,1846,8869,14204
2023,2023,1846,12499,26607
2024,2024,1836,6177,9752
2025,2025,1836,7324,10997
2026,2026,1836,6187,16817
2027,2027,1836,9630,11148
2028,2028,1836,5415,11667
2029,2029,1836,5290,10252
2030,2030,1836,10089,19835
2031,2031,1836,10830,18449
2032,2032,1836,8545,18986
2033,2033,1827,8336,16232
2034,2034,1827,7450,14732
2035,2035,1827,6761,11988
2036,2036,1827,6938,13223
2037,2037,1827,8858,23947
2038,2038,1827,9474,24523
2039,2039,1817,9015,19024
2040,2040,1817,8378,20448
2041,2041,1817,4267,5442
2042,2042,1817,4288,4348
2043,2043,1817,6145,15968
2044,2044,1817,5029,10790
2045,2045,1808,6917,11912
2046,2046,1808,5467,6781
2047,2047,1808,11049,29672
2048,2048,1808,4142,7376
2049,2049,1808,4779,10865
2050,2050,1808,2901,9036
2051,2051,1808,6354,6913
2052,2052,1808,7335,13752
2053,2053,1808,9766,20872
2054,2054,1808,5519,9366
2055,2055,1798,4904,10017
2056,2056,1798,12249,25296
2057,2057,1798,9213,12007
2058,2058,1798,7815,13478
2059,2059,1798,9202,21203
2060,2060,1798,9661,19844
2061,2061,1788,6834,15279
2062,2062,1788,12166,18571
2063,2063,1788,9286,12195
2064,2064,1788,7178,13120
2065,2065,1788,6813,14657
2066,2066,1788,6104,11120
2067,2067,1788,9828,20505
2068,2068,1788,6917,15468
2069,2069,1779,9119,13940
2070,2070,1779,4779,6942
2071,2071,1779,9755,16411
2072,2072,1779,6250,10064
2073,2073,1779,5279,10375
2074,2074,1779,5989,7498
2075,2075,1779,4163,6197
2076,2076,1779,8503,11196
2077,2077,1779,6698,16496
2078,2078,1779,5989,7932
2079,2079,1769,7930,19401
2080,2080,1769,9703,15921
2081,2081,1769,5071,8724
2082,2082,1769,13073,26701
2083,2083,1769,1315,1349
2084,2084,1760,3005,6932
2085,2085,1760,3380,7715
2086,2086,1760,3965,9479
2087,2087,1760,9661,20118
2088,2088,1760,5937,10639
2089,2089,1760,4038,9686
2090,2090,1760,5926,9281
2091,2091,1760,9067,19307
2092,2092,1760,5373,9403
2093,2093,1750,6072,8489
2094,2094,1750,3767,4754
2095,2095,1741,1836,2424
2096,2096,1741,6250,10856
2097,2097,1741,5645,12893
2098,2098,1741,2588,5442
2099,2099,1741,3527,6253
2100,2100,1741,5624,8102
2101,2101,1741,11383,23957
2102,2102,1731,4799,8366
2103,2103,1731,7220,14204
2104,2104,1731,5843,7630
2105,2105,1731,7397,19137
2106,2106,1731,6824,13214
2107,2107,1721,7627,14072
2108,2108,1721,10214,20740
2109,2109,1721,6751,16883
2110,2110,1721,4528,8394
2111,2111,1721,6584,12214
2112,2112,1721,8806,15874
2113,2113,1721,3777,7093
2114,2114,1712,7596,13685
2115,2115,1712,5718,5404
2116,2116,1712,5415,11988
2117,2117,1712,6625,10252
2118,2118,1712,4038,13252
2119,2119,1712,2932,4895
2120,2120,1712,7543,18364
2121,2121,1712,5269,12676
2122,2122,1712,4549,9507
2123,2123,1702,6698,21089
2124,2124,1702,5905,10101
2125,2125,1702,5384,13553
2126,2126,1702,6667,14770
2127,2127,1702,9735,18316
2128,2128,1702,7710,11063
2129,2129,1702,7324,16345
2130,2130,1702,11602,20344
2131,2131,1693,11195,17147
2132,2132,1693,4977,7027
2133,2133,1693,6563,11563
2134,2134,1693,5999,15232
2135,2135,1693,9453,15449
2136,2136,1693,6438,13714
2137,2137,1693,6761,14270
2138,2138,1693,6093,12186
2139,2139,1693,5175,7932
2140,2140,1683,6970,12054
2141,2141,1683,6813,14987
2142,2142,1683,3182,5386
2143,2143,1683,3547,7196
2144,2144,1683,3777,6140
2145,2145,1683,11049,19212
2146,2146,1683,8190,12337
2147,2147,1674,4173,6697
2148,2148,1674,6114,16157
2149,2149,1674,2368,3688
2150,2150,1674,3328,6640
2151,2151,1674,4904,7470
2152,2152,1674,8493,10205
2153,2153,1674,7189,17156
2154,2154,1674,7710,16496
2155,2155,1674,6031,9686
2156,2156,1674,9651,25022
2157,2157,1674,5415,9158
2158,2158,1664,8347,17968
2159,2159,1664,4246,8611
2160,2160,1664,5436,11526
2161,2161,1664,8013,17534
2162,2162,1664,4267,9187
2163,2163,1664,5582,10139
2164,2164,1664,5801,7640
2165,2165,1664,3547,6800
2166,2166,1664,5791,8866
2167,2167,1654,7189,14525
2168,2168,1654,5050,9630
2169,2169,1654,3892,7083
2170,2170,1654,6761,14478
2171,2171,1654,7690,10026
2172,2172,1654,2713,7743
2173,2173,1654,4184,11978
2174,2174,1654,4340,9394
2175,2175,1645,7930,15911
2176,2176,1645,4820,5735
2177,2177,1645,7877,10894
2178,2178,1645,8409,16053
2179,2179,1645,6385,9507
2180,2180,1645,8138,14525
2181,2181,1645,12572,23287
2182,2182,1645,4017,8291
2183,2183,1645,6792,16015
2184,2184,1635,7804,15647
2185,2185,1635,7220,13610
2186,2186,1635,6062,11035
2187,2187,1635,1795,6423
2188,2188,1635,6792,15355
2189,2189,1635,7648,17619
2190,2190,1635,5269,14421
2191,2191,1635,2567,6857
2192,2192,1635,8347,19118
2193,2193,1626,3057,4989
2194,2194,1626,11571,17779
2195,2195,1626,5978,10856
2196,2196,1626,10152,11733
2197,2197,1626,8034,15270
2198,2198,1626,4768,9451
2199,2199,1626,4706,8319
2200,2200,1626,3047,3858
2201,2201,1626,6187,11356
2202,2202,1626,4820,10564
2203,2203,1626,4695,12789
2204,2204,1616,7356,12459
2205,2205,1616,5165,11526
2206,2206,1616,5530,14732
2207,2207,1616,7001,7489
2208,2208,1616,8962,14412
2209,2209,1616,5467,11035
2210,2210,1616,5864,12544
2211,2211,1616,8044,14959
2212,2212,1616,7335,17798
2213,2213,1607,7648,17760
2214,2214,1607,5551,6913
2215,2215,1607,10214,19778
2216,2216,1607,3506,5725
2217,2217,1607,3203,4046
2218,2218,1607,6980,11592
2219,2219,1597,6312,10450
2220,2220,1597,8493,13082
2221,2221,1597,3589,5414
2222,2222,1597,10068,16260
2223,2223,1597,5665,6819
2224,2224,1597,8420,16798
2225,2225,1597,9547,20382
2226,2226,1597,9578,13978
2227,2227,1597,4925,5253
2228,2228,1597,6260,12733
2229,2229,1597,5811,8545
2230,2230,1597,4173,6913
2231,2231,1597,5572,11111
2232,2232,1588,3892,7593
2233,2233,1588,11633,21910
2234,2234,1588,7408,19222
2235,2235,1588,5300,8092
2236,2236,1588,8670,11441
2237,2237,1588,3829,4933
2238,2238,1588,5822,10073
2239,2239,1578,4706,6763
2240,2240,1578,4653,4235
2241,2241,1578,3328,10809
2242,2242,1578,4246,4518
2243,2243,1578,7105,11658
2244,2244,1578,3746,10837
2245,2245,1578,3808,5555
2246,2246,1578,2963,5301
2247,2247,1578,5926,10611
2248,2248,1578,7022,11695
2249,2249,1578,2254,7055
2250,2250,1578,3746,5263
2251,2251,1578,6125,5895
2252,2252,1578,10705,25786
2253,2253,1568,4862,10696
2254,2254,1568,6260,9413
2255,2255,1568,3401,6150
2256,2256,1568,3850,7225
2257,2257,1568,6114,15298
2258,2258,1568,7658,14468
2259,2259,1568,3840,5801
2260,2260,1559,3756,8404
2261,2261,1559,4476,10554
2262,2262,1559,3130,7168
2263,2263,1559,3339,5829
2264,2264,1559,7324,10366
2265,2265,1559,3099,5008
2266,2266,1559,6072,14063
2267,2267,1549,3328,8357
2268,2268,1549,4998,9705
2269,2269,1549,3923,7659
2270,2270,1549,5133,8300
2271,2271,1549,6145,10158
2272,2272,1549,3224,5951
2273,2273,1540,5613,10686
2274,2274,1540,4695,9413
2275,2275,1540,6177,12752
2276,2276,1540,6364,10017
2277,2277,1540,4779,9139
2278,2278,1540,5154,7008
2279,2279,1540,8169,19552
2280,2280,1540,8190,18213
2281,2281,1530,5718,5348
2282,2282,1530,5832,16392
2283,2283,1530,4799,9828
2284,2284,1530,3620,7423
2285,2285,1530,7564,17760
2286,2286,1530,3495,8036
2287,2287,1530,9213,16458
2288,2288,1530,6166,13629
2289,2289,1530,4445,11280
2290,2290,1530,3245,8715
2291,2291,1530,8451,17260
2292,2292,1530,4382,10337
2293,2293,1530,9724,22825
2294,2294,1530,5665,13874
2295,2295,1530,2713,1651
2296,2296,1530,5728,11743
2297,2297,1521,5300,9422
2298,2298,1521,3767,6131
2299,2299,1521,6385,10337
2300,2300,1521,4278,8196
2301,2301,1521,6531,14280
2302,2302,1511,4006,9649
2303,2303,1511,6177,9507
2304,2304,1511,4685,8951
2305,2305,1511,5092,9319
2306,2306,1511,8597,12120
2307,2307,1511,4570,9375
2308,2308,1511,7241,13667
2309,2309,1511,6959,7885
2310,2310,1511,6239,11280
2311,2311,1511,4925,10648
2312,2312,1511,8702,18052
2313,2313,1511,8044,18977
2314,2314,1501,5561,8904
2315,2315,1501,7585,12186
2316,2316,1501,2170,3886
2317,2317,1501,5425,12308
2318,2318,1501,5311,9998
2319,2319,1501,3454,7706
2320,2320,1501,5300,8234
2321,2321,1501,8482,19194
2322,2322,1501,4330,12318
2323,2323,1501,8336,18005
2324,2324,1501,6031,19165
2325,2325,1492,4142,11809
2326,2326,1492,2306,5782
2327,2327,1492,4706,8639
2328,2328,1492,4862,6112
2329,2329,1492,6406,11167
2330,2330,1492,5655,9715
2331,2331,1492,5759,13695
2332,2332,1492,3840,9300
2333,2333,1492,5488,7781
2334,2334,1482,5133,6961
2335,2335,1482,5457,11780
2336,2336,1482,2316,3641
2337,2337,1482,2410,3160
2338,2338,1482,2661,3386
2339,2339,1482,3600,3773
2340,2340,1482,5394,7593
2341,2341,1482,6469,13893
2342,2342,1482,2441,5489
2343,2343,1482,5394,12761
2344,2344,1482,2671,7112
2345,2345,1482,6740,11092
2346,2346,1482,7064,11507
2347,2347,1473,4664,11412
2348,2348,1473,9495,26748
2349,2349,1473,2754,5744
2350,2350,1473,4319,6253
2351,2351,1473,4424,9290
2352,2352,1473,5373,11950
2353,2353,1473,5738,10139
2354,2354,1473,5905,9696
2355,2355,1473,3808,8668
2356,2356,1473,7095,14100
2357,2357,1473,5665,7357
2358,2358,1473,6364,19184
2359,2359,1473,6093,8498
2360,2360,1473,3965,5782
2361,2361,1473,3746,6697
2362,2362,1473,5540,9658
2363,2363,1473,1742,3179
2364,2364,1463,13240,28276
2365,2365,1463,4580,12337
2366,2366,1463,5008,5461
2367,2367,1463,5269,14930
2368,2368,1463,3662,10630
2369,2369,1463,5248,8564
2370,2370,1454,5206,10177
2371,2371,1454,3454,5442
2372,2372,1454,6177,12290
2373,2373,1454,7543,11243
2374,2374,1454,7867,17505
2375,2375,1454,5154,12978
2376,2376,1454,5676,12667
2377,2377,1454,5749,12686
2378,2378,1454,6312,9592
2379,2379,1454,6083,15119
2380,2380,1454,7429,13101
2381,2381,1444,4549,10507
2382,2382,1444,3328,5489
2383,2383,1444,5697,8687
2384,2384,1444,5039,8215
2385,2385,1444,8858,14817
2386,2386,1444,4393,8583
2387,2387,1444,7512,14034
2388,2388,1444,4789,8187
2389,2389,1444,5279,8168
2390,2390,1444,3746,8243
2391,2391,1444,3339,9102
2392,2392,1444,2452,3452
2393,2393,1444,6323,10441
2394,2394,1444,11884,21957
2395,2395,1444,9808,17722
2396,2396,1444,3193,5527
2397,2397,1444,6218,18147
2398,2398,1435,5081,7498
2399,2399,1435,5707,8517
2400,2400,1435,5624,10101
2401,2401,1435,7919,14836
2402,2402,1435,6010,9385
2403,2403,1435,5050,6800
2404,2404,1435,5373,9969
2405,2405,1435,13866,24051
2406,2406,1435,7690,13299
2407,2407,1435,5050,3631
2408,2408,1435,2859,5348
2409,2409,1425,7648,17685
2410,2410,1425,6531,15374
2411,2411,1425,4434,6338
2412,2412,1425,6438,11205
2413,2413,1425,6041,12931
2414,2414,1425,5405,8998
2415,2415,1425,9015,12799
2416,2416,1425,4528,7432
2417,2417,1425,5384,8621
2418,2418,1415,5947,16091
2419,2419,1415,1116,3122
2420,2420,1415,5311,10988
2421,2421,1415,5989,11111
2422,2422,1415,4518,7668
2423,2423,1415,4685,10922
2424,2424,1415,7178,13072
2425,2425,1406,4758,8630
2426,2426,1406,6657,8168
2427,2427,1406,2890,4348
2428,2428,1406,1920,2018
2429,2429,1406,3141,4518
2430,2430,1406,3151,6366
2431,2431,1396,3109,5801
2432,2432,1396,4664,8394
2433,2433,1396,6949,15176
2434,2434,1396,4507,8253
2435,2435,1396,6218,14563
2436,2436,1396,2285,5687
2437,2437,1396,8889,14138
2438,2438,1396,4246,6932
2439,2439,1396,6239,10686
2440,2440,1396,4935,5725
2441,2441,1396,1638,2924
2442,2442,1396,5978,10017
2443,2443,1396,3881,9026
2444,2444,1396,4299,13308
2445,2445,1396,3266,7357
2446,2446,1396,6344,12846
2447,2447,1387,5728,11780
2448,2448,1387,5540,10950
2449,2449,1387,6824,20429
2450,2450,1387,4580,10111
2451,2451,1387,4977,14534
2452,2452,1387,3506,6536
2453,2453,1387,6980,12186
2454,2454,1387,7752,20165
2455,2455,1387,5019,10762
2456,2456,1387,3255,2462
2457,2457,1377,5582,7687
2458,2458,1377,9348,17288
2459,2459,1377,4726,10667
2460,2460,1377,4998,8196
2461,2461,1377,3036,6083
2462,2462,1377,3412,5103
2463,2463,1377,6104,12950
2464,2464,1377,3224,10252
2465,2465,1377,1826,3622
2466,2466,1377,4142,10177
2467,2467,1377,2128,7715
2468,2468,1377,6072,10696
2469,2469,1377,5050,8196
2470,2470,1377,4810,9705
2471,2471,1368,2410,10413
2472,2472,1368,3631,8819
2473,2473,1368,4685,8658
2474,2474,1368,6458,11658
2475,2475,1368,4685,12365
2476,2476,1368,2212,5121
2477,2477,1358,5540,13912
2478,2478,1358,3370,6234
2479,2479,1358,3871,6847
2480,2480,1358,5050,5885
2481,2481,1358,6250,9998
2482,2482,1358,6291,12988
2483,2483,1358,5582,7583
2484,2484,1358,7345,11761
2485,2485,1348,5008,13327
2486,2486,1348,6834,16100
2487,2487,1348,5290,11243
2488,2488,1348,4080,4876
2489,2489,1348,7147,13912
2490,2490,1348,6688,9328
2491,2491,1348,4236,5942
2492,2492,1348,4716,12554
2493,2493,1348,4612,8008
2494,2494,1339,7502,17128
2495,2495,1339,6344,12771
2496,2496,1339,2796,4216
2497,2497,1339,7011,12044
2498,2498,1339,6531,11488
2499,2499,1339,6031,11205
2500,2500,1339,2389,5848
2501,2501,1339,4309,9743
2502,2502,1339,3349,4329
2503,2503,1339,7345,12478
2504,2504,1339,5248,9149
2505,2505,1339,4789,6932
2506,2506,1339,2546,1952
2507,2507,1339,4215,12214
2508,2508,1339,3120,6913
2509,2509,1339,5259,9394
2510,2510,1339,5530,8470
2511,2511,1339,6208,11120
2512,2512,1339,3829,5263
2513,2513,1339,3767,4518
2514,2514,1329,1701,3046
2515,2515,1329,2942,5169
2516,2516,1329,5238,7215
2517,2517,1329,3798,3622
2518,2518,1329,5811,10837
2519,2519,1329,3923,5980
2520,2520,1320,10141,13997
2521,2521,1320,3380,4065
2522,2522,1320,6834,9130
2523,2523,1320,5373,7027
2524,2524,1320,4977,13619
2525,2525,1320,2775,2886
2526,2526,1320,5947,11045
2527,2527,1320,5958,15364
2528,2528,1320,3579,4905
2529,2529,1320,6761,13129
2530,2530,1320,7220,12440
2531,2531,1310,3725,7272
2532,2532,1310,2337,4197
2533,2533,1310,3516,3782
2534,2534,1310,6824,14412
2535,2535,1310,2306,4980
2536,2536,1310,3391,4593
2537,2537,1310,5415,13874
2538,2538,1310,5561,9121
2539,2539,1310,5488,13355
2540,2540,1310,5697,6942
2541,2541,1301,3798,10648
2542,2542,1301,6093,11101
2543,2543,1301,5238,11328
2544,2544,1301,2003,3273
2545,2545,1301,2734,1735
2546,2546,1301,1690,5253
2547,2547,1301,3412,5235
2548,2548,1301,3005,4791
2549,2549,1301,2859,4169
2550,2550,1301,5874,6923
2551,2551,1301,4956,8573
2552,2552,1291,3735,11384
2553,2553,1291,5895,12846
2554,2554,1291,4580,7178
2555,2555,1291,6907,21203
2556,2556,1291,3088,5018
2557,2557,1291,6041,14383
2558,2558,1291,3631,8668
2559,2559,1282,1200,1085
2560,2560,1282,3057,6744
2561,2561,1282,5217,10771
2562,2562,1282,5352,9385
2563,2563,1282,4528,5819
2564,2564,1282,5770,7064
2565,2565,1282,3735,7772
2566,2566,1282,1231,2707
2567,2567,1282,970,4367
2568,2568,1282,4622,9243
2569,2569,1282,2827,7564
2570,2570,1282,5843,7517
2571,2571,1282,7116,12535
2572,2572,1282,4664,6498
2573,2573,1272,5634,12412
2574,2574,1272,6271,18043
2575,2575,1272,2191,5970
2576,2576,1272,4580,5565
2577,2577,1272,2421,3801
2578,2578,1272,5582,8885
2579,2579,1272,1502,2047
2580,2580,1262,1784,3329
2581,2581,1262,11247,19618
2582,2582,1262,4758,4989
2583,2583,1262,2598,7904
2584,2584,1262,7470,9205
2585,2585,1262,4914,11280
2586,2586,1262,5384,16619
2587,2587,1262,4059,6772
2588,2588,1262,4977,6951
2589,2589,1253,5498,9894
2590,2590,1253,2848,5442
2591,2591,1253,6584,12629
2592,2592,1253,3913,11507
2593,2593,1253,1586,3942
2594,2594,1253,5686,14676
2595,2595,1253,7126,11827
2596,2596,1253,3589,11469
2597,2597,1253,5770,10799
2598,2598,1253,2838,7536
2599,2599,1253,1930,4357
2600,2600,1243,4288,8998
2601,2601,1243,5352,8375
2602,2602,1243,2181,3490
2603,2603,1243,3986,9243
2604,2604,1243,1555,4574
2605,2605,1243,1607,1509
2606,2606,1243,2024,4716
2607,2607,1243,4935,5357
2608,2608,1243,2754,6291
2609,2609,1243,5112,7055
2610,2610,1243,5467,12525
2611,2611,1243,5436,10913
2612,2612,1243,3495,6961
2613,2613,1243,5655,15770
2614,2614,1234,4820,5489
2615,2615,1234,3193,8328
2616,2616,1234,3996,6583
2617,2617,1234,1502,4556
2618,2618,1234,3860,6866
2619,2619,1234,4591,9790
2620,2620,1234,4706,9856
2621,2621,1234,3558,9196
2622,2622,1234,3558,6451
2623,2623,1234,3109,6678
2624,2624,1224,2076,4556
2625,2625,1224,3339,7008
2626,2626,1224,5373,10017
2627,2627,1224,4810,7574
2628,2628,1224,3506,2980
2629,2629,1224,4872,7508
2630,2630,1224,4069,12440
2631,2631,1224,2775,2801
2632,2632,1224,6521,9800
2633,2633,1224,1836,5716
2634,2634,1224,4633,8847
2635,2635,1224,5478,11677
2636,2636,1224,4653,5187
2637,2637,1224,4633,7055
2638,2638,1224,3840,9507
2639,2639,1224,4017,4622
2640,2640,1215,5446,6744
2641,2641,1215,4935,12063
2642,2642,1215,4768,9903
2643,2643,1215,2827,4027
2644,2644,1215,3506,9281
2645,2645,1205,2473,4357
2646,2646,1205,3412,8790
2647,2647,1205,4914,9828
2648,2648,1205,4424,8470
2649,2649,1205,6114,12459
2650,2650,1205,5071,11016
2651,2651,1205,4643,6442
2652,2652,1205,3537,5452
2653,2653,1205,6928,14544
2654,2654,1205,2160,6376
2655,2655,1205,5446,13138
2656,2656,1195,2014,4018
2657,2657,1195,3693,5725
2658,2658,1195,5999,11780
2659,2659,1195,1826,2094
2660,2660,1195,4747,10035
2661,2661,1195,3933,9215
2662,2662,1195,2170,5442
2663,2663,1195,1857,6602
2664,2664,1195,3881,6555
2665,2665,1195,1878,5159
2666,2666,1195,4403,4772
2667,2667,1195,4956,12855
2668,2668,1195,5373,9847
2669,2669,1195,3485,5206
2670,2670,1195,3266,8008
2671,2671,1195,3224,8611
2672,2672,1186,4194,11573
2673,2673,1186,7210,8187
2674,2674,1186,5394,9649
2675,2675,1186,2974,4367
2676,2676,1186,5572,7791
2677,2677,1186,2400,4159
2678,2678,1186,5530,7262
2679,2679,1186,3746,7187
2680,2680,1186,3860,6131
2681,2681,1186,3756,10139
2682,2682,1186,3860,5885
2683,2683,1176,6646,17383
2684,2684,1176,4257,4735
2685,2685,1176,2306,4923
2686,2686,1176,3673,4867
2687,2687,1176,6281,12988
2688,2688,1176,2170,3688
2689,2689,1176,4852,12007
2690,2690,1176,6417,9932
2691,2691,1176,2504,6847
2692,2692,1176,3443,5668
2693,2693,1176,1419,1490
2694,2694,1176,6396,11460
2695,2695,1176,8503,12723
2696,2696,1176,4361,7857
2697,2697,1176,1367,2113
2698,2698,1176,2254,3537
2699,2699,1167,2838,5716
2700,2700,1167,5937,12742
2701,2701,1167,3798,8621
2702,2702,1167,8608,17307
2703,2703,1167,6792,10988
2704,2704,1167,1857,3471
2705,2705,1167,5321,13487
2706,2706,1167,2139,7291
2707,2707,1167,1231,5320
2708,2708,1167,2598,2650
2709,2709,1167,2462,3273
2710,2710,1167,4059,8083
2711,2711,1167,5373,16232
2712,2712,1167,4591,6866
2713,2713,1167,7147,7423
2714,2714,1167,3610,10149
2715,2715,1157,4664,7442
2716,2716,1157,4006,5640
2717,2717,1157,4643,4291
2718,2718,1157,3047,2490
2719,2719,1157,7408,13865
2720,2720,1157,7032,8630
2721,2721,1157,2974,4367
2722,2722,1157,4006,13601
2723,2723,1157,7011,13346
2724,2724,1157,2734,5697
2725,2725,1157,3255,8234
2726,2726,1157,3516,6112
2727,2727,1148,3902,8074
2728,2728,1148,3673,4273
2729,2729,1148,4612,5395
2730,2730,1148,2014,3518
2731,2731,1148,2139,5612
2732,2732,1148,5874,8715
2733,2733,1148,4090,10177
2734,2734,1148,4455,10139
2735,2735,1148,4664,10366
2736,2736,1148,1659,2782
2737,2737,1148,6072,12525
2738,2738,1148,3412,5744
2739,2739,1148,3485,4310
2740,2740,1138,3318,4131
2741,2741,1138,1962,6847
2742,2742,1138,8962,15459
2743,2743,1138,4633,7130
2744,2744,1138,3798,13242
2745,2745,1138,2170,4018
2746,2746,1138,2838,4376
2747,2747,1138,5175,10290
2748,2748,1138,4789,7451
2749,2749,1138,5592,12365
2750,2750,1128,4184,9611
2751,2751,1128,4424,4386
2752,2752,1128,2827,5480
2753,2753,1128,4132,7970
2754,2754,1128,3234,3518
2755,2755,1128,4257,12620
2756,2756,1128,3401,9309
2757,2757,1128,2953,10526
2758,2758,1128,2462,8017
2759,2759,1128,4361,7281
2760,2760,1128,3391,6121
2761,2761,1128,4789,8526
2762,2762,1128,2786,4188
2763,2763,1128,2410,4565
2764,2764,1128,4205,9451
2765,2765,1128,5707,12035
2766,2766,1128,3641,11063
2767,2767,1128,4351,7574
2768,2768,1119,1711,5612
2769,2769,1119,1471,1688
2770,2770,1119,2139,3452
2771,2771,1119,6646,16392
2772,2772,1119,3370,3612
