parents,clones,t1,t2,t3
3745,3745,660,2901,4244
3746,3746,660,2661,7772
3747,3747,660,2640,2009
3748,3748,660,1043,4376
3749,3749,660,1784,2801
3750,3750,660,2640,6093
3751,3751,650,2629,4405
3752,3752,650,2170,3509
3753,3753,650,981,1198
3754,3754,650,2953,5801
3755,3755,650,1127,2377
3756,3756,650,563,1877
3757,3757,650,1398,2452
3758,3758,650,1346,2858
3759,3759,650,2869,3895
3760,3760,650,762,3226
3761,3761,650,4038,8507
3762,3762,650,2389,6055
3763,3763,650,3975,7385
3764,3764,650,1878,6319
3765,3765,650,3266,6168
3766,3766,650,2567,7630
3767,3767,650,835,1735
3768,3768,650,3141,3726
3769,3769,650,1920,4725
3770,3770,650,1127,1707
3771,3771,650,1116,4546
3772,3772,650,3808,4216
3773,3773,650,1742,4084
3774,3774,650,1575,4791
3775,3775,650,2577,3971
3776,3776,650,1753,1839
3777,3777,641,1315,2980
3778,3778,641,908,1245
3779,3779,641,2264,4499
3780,3780,641,1586,3744
3781,3781,641,2911,7074
3782,3782,641,2661,4735
3783,3783,641,4288,8102
3784,3784,641,449,1528
3785,3785,641,1575,2481
3786,3786,641,4706,17260
3787,3787,641,730,1452
3788,3788,641,605,953
3789,3789,641,1482,2886
3790,3790,641,2827,5414
3791,3791,641,2588,7451
3792,3792,641,2880,4471
3793,3793,641,3255,4895
3794,3794,641,3944,5301
3795,3795,641,2118,3537
3796,3796,641,981,2905
3797,3797,641,2431,2933
3798,3798,641,2577,6612
3799,3799,641,2431,5395
3800,3800,631,1325,3169
3801,3801,631,3067,5197
3802,3802,631,1690,1151
3803,3803,631,2264,4490
3804,3804,631,1398,1651
3805,3805,631,2181,3697
3806,3806,631,709,896
3807,3807,631,2598,5753
3808,3808,631,3391,4914
3809,3809,631,5864,10714
3810,3810,631,1075,1500
3811,3811,631,1711,3990
3812,3812,631,1335,3990
3813,3813,631,1690,3631
3814,3814,631,1669,1585
3815,3815,631,4299,6857
3816,3816,631,3787,7140
3817,3817,631,1805,1962
3818,3818,631,1294,2905
3819,3819,631,3464,8545
3820,3820,631,4080,6319
3821,3821,631,1440,3263
3822,3822,631,3756,4801
3823,3823,631,1815,7168
3824,3824,631,2358,4178
3825,3825,631,177,896
3826,3826,631,3015,6263
3827,3827,631,1116,4367
3828,3828,631,3088,5829
3829,3829,631,1200,2905
3830,3830,622,1784,4688
3831,3831,622,1262,1104
3832,3832,622,2817,4263
3833,3833,622,2233,3594
3834,3834,622,344,1952
3835,3835,622,1993,4999
3836,3836,622,219,755
3837,3837,622,1158,1735
3838,3838,622,2473,4254
3839,3839,622,3026,4688
3840,3840,622,2097,3188
3841,3841,622,1513,2660
3842,3842,622,1419,3179
3843,3843,622,2608,2660
3844,3844,622,2275,4056
3845,3845,622,3746,4791
3846,3846,622,1377,4301
3847,3847,622,3370,9045
3848,3848,622,4080,9469
3849,3849,622,1409,3905
3850,3850,622,1377,2066
3851,3851,622,1022,1443
3852,3852,622,3067,6725
3853,3853,622,2128,3537
3854,3854,622,1043,1490
3855,3855,622,2744,3999
3856,3856,622,1367,1122
3857,3857,612,1815,2122
3858,3858,612,1763,3197
3859,3859,612,4121,9866
3860,3860,612,4706,7677
3861,3861,612,2410,2424
3862,3862,612,584,1462
3863,3863,612,2327,3292
3864,3864,612,5624,8743
3865,3865,612,1888,4282
3866,3866,612,3266,6423
3867,3867,612,1930,4207
3868,3868,612,3787,3103
3869,3869,612,2421,5593
3870,3870,612,3328,5386
3871,3871,612,1315,3056
3872,3872,612,2264,6725
3873,3873,612,3600,6659
3874,3874,612,1847,3669
3875,3875,612,3099,5480
3876,3876,612,3151,4669
3877,3877,612,2410,3443
3878,3878,612,2921,4772
3879,3879,612,1335,2349
3880,3880,612,2817,7517
3881,3881,612,480,1443
3882,3882,612,4299,7017
3883,3883,612,605,1283
3884,3884,612,1909,1877
3885,3885,612,3307,5140
3886,3886,612,2400,3810
3887,3887,612,1273,2518
3888,3888,612,4768,7649
3889,3889,612,1753,3018
3890,3890,603,595,2132
3891,3891,603,1815,3103
3892,3892,603,1534,2962
3893,3893,603,2608,5084
3894,3894,603,793,17387641
3895,3895,603,2045,2839
3896,3896,603,2368,4150
3897,3897,603,2201,4952
3898,3898,603,3203,7838
3899,3899,603,3485,5970
3900,3900,603,1429,3782
3901,3901,603,1722,1981
3902,3902,603,960,1801
3903,3903,603,2775,3103
3904,3904,603,1523,2179
3905,3905,603,1440,4697
3906,3906,603,2233,5121
3907,3907,603,2556,3301
3908,3908,603,2170,5791
3909,3909,603,2556,3037
3910,3910,603,2942,6961
3911,3911,603,1064,2009
3912,3912,603,1628,4065
3913,3913,603,323,792
3914,3914,603,2942,3018
3915,3915,603,4361,4537
3916,3916,603,2598,2773
3917,3917,603,1096,2697
3918,3918,603,1388,2697
3919,3919,603,344,830
3920,3920,603,2076,4367
3921,3921,593,783,2556
3922,3922,593,2974,7753
3923,3923,593,1367,2641
3924,3924,593,887,2188
3925,3925,593,2327,3452
3926,3926,593,4090,7357
3927,3927,593,2921,6150
3928,3928,593,3193,4216
3929,3929,593,1899,2697
3930,3930,593,2400,5376
3931,3931,593,1169,1981
3932,3932,593,678,1490
3933,3933,593,2170,3688
3934,3934,593,2494,2839
3935,3935,593,2118,6282
3936,3936,593,2734,3301
3937,3937,593,5352,11356
3938,3938,593,762,1528
3939,3939,593,2243,5018
3940,3940,593,1116,2245
3941,3941,593,2723,6310
3942,3942,593,1429,1377
3943,3943,593,365,679
3944,3944,583,4111,5150
3945,3945,583,1179,2518
3946,3946,583,2337,2405
3947,3947,583,3224,5621
3948,3948,583,1523,3471
3949,3949,583,3151,4820
3950,3950,583,3714,8130
3951,3951,583,1231,2028
3952,3952,583,1283,1632
3953,3953,583,657,1141
3954,3954,583,2640,2188
3955,3955,583,292,1028
3956,3956,583,1732,4150
3957,3957,583,3172,4603
3958,3958,583,1482,698
3959,3959,583,2462,4735
3960,3960,583,1294,2537
3961,3961,583,3172,6442
3962,3962,583,1993,2386
3963,3963,583,1064,2490
3964,3964,583,751,1924
3965,3965,583,1972,4244
3966,3966,583,1628,1188
3967,3967,583,2400,4046
3968,3968,583,2598,5348
3969,3969,583,417,887
3970,3970,583,553,1085
3971,3971,583,2775,4150
3972,3972,583,2786,7064
3973,3973,583,3422,9517
3974,3974,583,762,1896
3975,3975,583,1930,4405
3976,3976,583,1440,1886
3977,3977,583,1732,4046
3978,3978,583,2191,5885
3979,3979,583,2035,2198
3980,3980,583,3141,4905
3981,3981,583,1398,2047
3982,3982,574,2525,2301
3983,3983,574,230,915
3984,3984,574,2327,3367
3985,3985,574,4580,8894
3986,3986,574,1711,3905
3987,3987,574,835,2169
3988,3988,574,1575,5546
3989,3989,574,1586,3358
3990,3990,574,824,1811
3991,3991,574,1033,2471
3992,3992,574,2087,6932
3993,3993,574,1690,3037
3994,3994,574,2588,5801
3995,3995,574,2348,4867
3996,3996,574,2911,5027
3997,3997,574,2421,3820
3998,3998,574,1064,2264
3999,3999,574,1315,2556
4000,4000,574,1409,2999
4001,4001,574,5102,7942
4002,4002,574,209,1415
4003,4003,574,897,3282
4004,4004,574,1325,3914
4005,4005,574,3109,5386
4006,4006,574,2201,1481
4007,4007,574,793,1500
4008,4008,574,4006,8932
4009,4009,574,1930,4999
4010,4010,574,2055,6008
4011,4011,574,1565,2481
4012,4012,574,1993,2207
4013,4013,574,4497,13148
4014,4014,574,313,736
4015,4015,574,417,1085
4016,4016,574,1179,2594
4017,4017,564,960,1377
4018,4018,564,1033,1613
4019,4019,564,2473,4348
4020,4020,564,1742,4075
4021,4021,564,4507,6291
4022,4022,564,2410,3575
4023,4023,564,2890,7140
4024,4024,564,1189,1669
4025,4025,564,3266,8979
4026,4026,564,2650,3801
4027,4027,564,772,1603
4028,4028,564,4779,5989
4029,4029,564,1440,3018
4030,4030,564,845,990
4031,4031,564,1419,3980
4032,4032,564,1847,4339
4033,4033,564,3787,5584
4034,4034,564,1962,3744
4035,4035,564,2629,6470
4036,4036,564,1440,3810
4037,4037,564,3631,11101
4038,4038,564,2984,4452
4039,4039,564,292,575
4040,4040,564,2076,5584
4041,4041,564,1680,4490
4042,4042,564,1012,632
4043,4043,564,2671,6838
4044,4044,564,459,1028
4045,4045,564,1096,3329
4046,4046,564,1763,2726
4047,4047,564,2295,4546
4048,4048,564,1116,641
4049,4049,564,3224,3377
4050,4050,564,4038,7159
4051,4051,564,1210,1245
4052,4052,555,1962,3565
4053,4053,555,2149,4122
4054,4054,555,31,1358
4055,4055,555,1565,1915
4056,4056,555,1930,8177
4057,4057,555,814,1556
4058,4058,555,1409,3122
4059,4059,555,365,528
4060,4060,555,386,1028
4061,4061,555,1200,3461
4062,4062,555,104,632
4063,4063,555,4445,7291
4064,4064,555,2160,2301
4065,4065,555,1690,1811
4066,4066,555,720,3179
4067,4067,555,3975,9781
4068,4068,555,1002,613
4069,4069,555,271,1047
4070,4070,555,146,971
4071,4071,555,1221,2914
4072,4072,555,3767,2867
4073,4073,555,4173,7489
4074,4074,555,344,1056
4075,4075,555,511,821
4076,4076,555,2264,3527
4077,4077,555,386,547
4078,4078,555,1722,2556
4079,4079,555,3067,7046
4080,4080,555,2723,5725
4081,4081,555,1732,3669
4082,4082,555,1492,2198
4083,4083,555,1909,3499
4084,4084,545,1450,2886
4085,4085,545,1847,3169
4086,4086,545,595,424
4087,4087,545,1962,3216
4088,4088,545,1085,1962
4089,4089,545,2619,5536
4090,4090,545,970,1368
4091,4091,545,2389,5065
4092,4092,545,2421,3603
4093,4093,545,1242,2886
4094,4094,545,3944,8423
4095,4095,545,1158,1679
4096,4096,545,1356,3197
4097,4097,545,313,1396
4098,4098,545,2035,4225
4099,4099,545,2546,3744
4100,4100,545,1242,3565
4101,4101,545,1262,2198
4102,4102,545,2619,3339
4103,4103,545,1649,4490
4104,4104,545,3339,6489
4105,4105,545,3652,4735
4106,4106,545,2275,4112
4107,4107,545,605,924
4108,4108,545,2264,3876
4109,4109,545,2181,1273
4110,4110,545,2441,2858
4111,4111,545,949,2764
4112,4112,545,3443,6574
4113,4113,545,470,726
4114,4114,545,1753,3914
4115,4115,545,2118,2933
4116,4116,545,3913,4829
4117,4117,545,3746,6102
4118,4118,545,2358,2207
4119,4119,545,3777,5423
4120,4120,545,386,406
4121,4121,545,1909,3103
4122,4122,545,1711,3443
4123,4123,545,2264,2669
4124,4124,545,4111,5140
4125,4125,536,1857,2443
4126,4126,536,605,745
4127,4127,536,2619,5338
4128,4128,536,1231,2386
4129,4129,536,1189,2688
4130,4130,536,1356,2141
4131,4131,536,428,1339
4132,4132,536,3913,5536
4133,4133,536,1586,3028
4134,4134,536,3589,5876
4135,4135,536,1909,802
4136,4136,536,3495,5612
4137,4137,536,1409,3499
4138,4138,536,2608,4037
4139,4139,536,2066,3254
4140,4140,536,2994,3480
4141,4141,536,2097,2716
4142,4142,536,2431,2971
4143,4143,536,563,2160
4144,4144,536,574,1292
4145,4145,536,1815,4244
4146,4146,536,1210,1236
4147,4147,536,835,1707
4148,4148,536,1169,2235
4149,4149,536,2901,3367
4150,4150,536,1575,6046
4151,4151,536,1513,4546
4152,4152,536,720,1669
4153,4153,536,292,1405
4154,4154,536,657,1066
4155,4155,536,219,1188
4156,4156,536,4153,7121
4157,4157,536,1523,2339
4158,4158,536,3558,6470
4159,4159,536,2974,3773
4160,4160,526,845,2858
4161,4161,526,1669,2396
4162,4162,526,1398,2386
4163,4163,526,2421,4141
4164,4164,526,709,2292
4165,4165,526,1482,2018
4166,4166,526,2410,6244
4167,4167,526,553,1858
4168,4168,526,2379,4952
4169,4169,526,2650,4791
4170,4170,526,2066,1575
4171,4171,526,1649,2264
4172,4172,526,1273,1037
4173,4173,526,1534,5197
4174,4174,526,2598,5801
4175,4175,526,1586,1735
4176,4176,526,2817,5301
4177,4177,526,876,1434
4178,4178,526,1419,2320
4179,4179,526,991,2509
4180,4180,526,1002,2679
4181,4181,526,1346,1877
4182,4182,526,2128,4461
4183,4183,526,2734,3829
4184,4184,526,1680,2396
4185,4185,526,1242,2216
4186,4186,526,563,283
4187,4187,526,2483,4952
4188,4188,526,616,1104
4189,4189,526,438,783
4190,4190,526,1638,3245
4191,4191,526,1210,1811
4192,4192,526,1043,3075
4193,4193,526,2212,3235
4194,4194,526,3161,7338
4195,4195,526,1106,1962
4196,4196,526,574,443
4197,4197,526,1586,3433
4198,4198,516,1377,3046
4199,4199,516,1742,1566
4200,4200,516,2108,4838
4201,4201,516,4059,8234
4202,4202,516,647,698
4203,4203,516,574,1839
4204,4204,516,960,1792
4205,4205,516,73,349
4206,4206,516,1784,1943
4207,4207,516,2535,2349
4208,4208,516,501,802
4209,4209,516,1096,1594
4210,4210,516,991,1368
4211,4211,516,835,1122
4212,4212,516,1544,1509
4213,4213,516,1732,3226
4214,4214,516,1054,2396
4215,4215,516,3558,5329
4216,4216,516,3161,7102
4217,4217,516,1502,2471
4218,4218,516,1555,2000
4219,4219,516,1377,1934
4220,4220,516,2181,1188
4221,4221,516,1774,2424
4222,4222,516,2608,3641
4223,4223,516,2389,5197
4224,4224,516,1962,5131
4225,4225,516,3339,7668
4226,4226,516,2514,3197
4227,4227,507,1315,3226
4228,4228,507,2775,6706
4229,4229,507,1179,2377
4230,4230,507,741,2490
4231,4231,507,1638,2471
4232,4232,507,2556,7083
4233,4233,507,543,1037
4234,4234,507,2243,3744
4235,4235,507,1482,1594
4236,4236,507,1242,2150
4237,4237,507,2066,1745
4238,4238,507,949,2697
4239,4239,507,4925,5565
4240,4240,507,960,1669
4241,4241,507,908,1471
4242,4242,507,1367,1971
4243,4243,507,2285,3084
4244,4244,507,2118,3490
4245,4245,507,1575,4452
4246,4246,507,2702,3160
4247,4247,507,167,2113
4248,4248,507,1106,1867
4249,4249,507,1993,2481
4250,4250,507,876,2216
4251,4251,507,1398,2924
4252,4252,507,1784,4471
4253,4253,507,1096,670
4254,4254,507,4622,9630
4255,4255,507,480,1179
4256,4256,507,3725,5461
4257,4257,507,876,2113
4258,4258,507,2859,2839
4259,4259,507,313,783
4260,4260,507,2306,6498
4261,4261,507,1669,4075
4262,4262,507,2358,4706
4263,4263,507,3141,4310
4264,4264,497,1346,2471
4265,4265,497,783,1245
4266,4266,497,2880,6206
4267,4267,497,2546,3056
4268,4268,497,4184,3697
4269,4269,497,1294,2952
4270,4270,497,511,1801
4271,4271,497,678,2141
4272,4272,497,1127,2622
4273,4273,497,1169,2641
4274,4274,497,4486,5555
4275,4275,497,793,1990
4276,4276,497,2233,2462
4277,4277,497,1388,2905
4278,4278,497,2556,4376
4279,4279,497,2285,5763
4280,4280,497,3005,7687
4281,4281,497,1607,2547
4282,4282,497,2473,4291
4283,4283,497,918,1358
4284,4284,497,1200,1764
4285,4285,497,1815,1424
4286,4286,497,1450,2235
4287,4287,497,876,1801
4288,4288,497,1262,4131
4289,4289,497,1273,2396
4290,4290,497,793,2462
4291,4291,497,2066,3461
4292,4292,497,2035,1198
4293,4293,497,2942,4716
4294,4294,497,104,1585
4295,4295,497,1012,1000
4296,4296,497,3600,8979
4297,4297,497,2671,7989
4298,4298,497,3318,4282
4299,4299,497,4372,5942
4300,4300,497,709,1047
4301,4301,488,1262,1651
4302,4302,488,1022,1292
4303,4303,488,428,971
4304,4304,488,1419,3188
4305,4305,488,438,971
4306,4306,488,3641,6763
4307,4307,488,1388,2952
4308,4308,488,887,1424
4309,4309,488,1482,2405
4310,4310,488,2045,1943
4311,4311,488,1127,3311
4312,4312,488,3714,6414
4313,4313,488,1680,3490
4314,4314,488,3401,4367
4315,4315,488,2181,4754
4316,4316,488,490,575
4317,4317,488,522,1943
4318,4318,488,1972,3971
4319,4319,488,751,1292
4320,4320,488,1262,1764
4321,4321,488,167,28
4322,4322,488,1795,2764
4323,4323,488,1200,2547
4324,4324,488,949,1141
4325,4325,488,1596,2631
4326,4326,488,720,1330
4327,4327,488,2243,2292
4328,4328,488,866,1009
4329,4329,478,1450,3028
4330,4330,478,1649,6555
4331,4331,478,1294,4669
4332,4332,478,1711,3131
4333,4333,478,2306,4490
4334,4334,478,2525,5320
4335,4335,478,1367,2575
4336,4336,478,2723,3565
4337,4337,478,480,1066
4338,4338,478,4132,7262
4339,4339,478,2483,1462
4340,4340,478,1993,2839
4341,4341,478,4674,9073
4342,4342,478,1471,2292
4343,4343,478,1002,3188
4344,4344,478,2327,6791
4345,4345,478,438,905
4346,4346,478,2097,2198
4347,4347,478,1440,4848
4348,4348,478,1659,1500
4349,4349,478,605,2688
4350,4350,478,1043,1962
4351,4351,478,136,736
4352,4352,478,522,896
4353,4353,478,2055,3924
4354,4354,478,1043,1726
4355,4355,478,6145,9526
4356,4356,478,2441,5999
4357,4357,478,1607,4508
4358,4358,478,1304,953
4359,4359,478,2233,5668
4360,4360,478,3161,4131
4361,4361,469,1962,2848
4362,4362,469,1262,4565
4363,4363,469,1315,1311
4364,4364,469,3203,6857
4365,4365,469,2055,3461
4366,4366,469,2410,5046
4367,4367,469,303,170
4368,4368,469,2567,8526
4369,4369,469,4622,5584
4370,4370,469,157,481
4371,4371,469,3203,3895
4372,4372,469,1429,1773
4373,4373,469,1930,4490
4374,4374,469,4476,7706
4375,4375,469,3631,5074
4376,4376,469,1701,4310
4377,4377,469,2014,4103
4378,4378,469,1294,1405
4379,4379,469,1335,1537
4380,4380,469,2514,4461
4381,4381,469,3485,5206
4382,4382,469,2055,1320
4383,4383,469,490,292
4384,4384,469,2556,4574
4385,4385,469,1075,792
4386,4386,459,751,538
4387,4387,459,511,1613
4388,4388,459,1868,5103
4389,4389,459,1283,2179
4390,4390,459,2535,4631
4391,4391,459,219,1254
4392,4392,459,240,1405
4393,4393,459,1502,2735
4394,4394,459,751,3273
4395,4395,459,1294,1971
4396,4396,459,1356,2650
4397,4397,459,1544,368
4398,4398,459,1617,1717
4399,4399,459,1575,1669
4400,4400,459,2525,3952
4401,4401,459,271,226
4402,4402,459,1482,1170
4403,4403,459,292,330
4404,4404,459,292,971
4405,4405,459,626,1386
4406,4406,459,939,1405
4407,4407,459,689,1934
4408,4408,459,1022,2867
4409,4409,459,438,2056
4410,4410,459,1388,2311
4411,4411,459,407,1094
4412,4412,459,1534,4367
4413,4413,459,2316,4471
4414,4414,459,814,2518
4415,4415,459,240,3358
4416,4416,459,2681,4716
4417,4417,459,960,538
4418,4418,459,1221,1349
4419,4419,459,470,1094
4420,4420,459,2410,5668
4421,4421,459,1941,1707
4422,4422,459,1826,1198
4423,4423,459,1148,3395
4424,4424,459,1513,3829
4425,4425,449,814,622
4426,4426,449,2483,3254
4427,4427,449,1242,2556
4428,4428,449,814,3518
4429,4429,449,1534,3792
4430,4430,449,1638,2631
4431,4431,449,1909,3914
4432,4432,449,1346,1386
4433,4433,449,4111,9356
4434,4434,449,1158,2245
4435,4435,449,1179,1415
4436,4436,449,866,3556
4437,4437,449,1878,3329
4438,4438,449,1680,3169
4439,4439,449,2097,2066
4440,4440,449,970,1707
4441,4441,449,3746,13063
4442,4442,449,1450,1867
4443,4443,449,1075,1509
4444,4444,449,1200,2971
4445,4445,449,2671,3329
4446,4446,449,1429,1622
4447,4447,449,1346,2726
4448,4448,449,2066,6470
4449,4449,449,428,792
4450,4450,449,1262,2858
4451,4451,449,981,1396
4452,4452,449,918,556
4453,4453,449,1930,3801
4454,4454,440,2807,4329
4455,4455,440,647,2216
4456,4456,440,1763,2660
4457,4457,440,2379,3594
4458,4458,440,1116,1528
4459,4459,440,282,1104
4460,4460,440,459,1113
4461,4461,440,1002,1896
4462,4462,440,1346,3112
4463,4463,440,522,264
4464,4464,440,1325,3150
4465,4465,440,2191,4027
4466,4466,440,1450,1113
4467,4467,440,1054,3122
4468,4468,440,522,1471
4469,4469,440,1231,1726
4470,4470,440,3182,6300
4471,4471,440,1148,1962
4472,4472,440,1722,3028
4473,4473,440,1012,1547
4474,4474,440,1555,4395
4475,4475,440,4038,5461
4476,4476,440,2588,4574
4477,4477,440,1722,1905
4478,4478,440,2421,5084
4479,4479,440,1398,1981
4480,4480,440,1356,1330
4481,4481,440,2024,3160
4482,4482,440,709,896
4483,4483,440,866,3301
4484,4484,440,1429,3122
4485,4485,440,344,198
4486,4486,440,3141,6282
4487,4487,440,334,849
4488,4488,440,1649,1603
4489,4489,440,1628,1490
4490,4490,440,751,1717
4491,4491,440,1221,2066
4492,4492,430,814,1434
4493,4493,430,1085,2490
4494,4494,430,1523,1971
4495,4495,430,250,707
4496,4496,430,1179,3443
4497,4497,430,3130,6998
4498,4498,430,1294,2528
4499,4499,430,1429,1377
4500,4500,430,1273,1849
4501,4501,430,751,528
4502,4502,430,1064,2311
4503,4503,430,1742,1585
4504,4504,430,1586,3141
4505,4505,430,1815,3744
4506,4506,430,522,490
4507,4507,430,814,2622
4508,4508,430,668,1349
4509,4509,430,1732,2056
4510,4510,430,845,2103
4511,4511,430,1628,1735
4512,4512,430,856,528
4513,4513,430,2817,6970
4514,4514,430,2003,4367
4515,4515,430,1106,2264
4516,4516,430,636,858
4517,4517,430,887,1858
4518,4518,430,1242,1613
4519,4519,430,1742,1547
4520,4520,430,1763,3452
4521,4521,430,824,792
4522,4522,430,584,1669
4523,4523,430,1231,3688
4524,4524,430,991,783
4525,4525,430,2494,2471
4526,4526,430,3307,4093
4527,4527,430,2108,4216
4528,4528,430,3683,5395
4529,4529,430,3349,6951
4530,4530,430,908,2509
4531,4531,430,647,2132
4532,4532,430,470,632
4533,4533,430,762,905
4534,4534,430,1523,1792
4535,4535,421,2723,3905
4536,4536,421,1200,2132
4537,4537,421,2191,2528
4538,4538,421,2953,3329
4539,4539,421,1909,4395
4540,4540,421,365,1594
4541,4541,421,2567,3726
4542,4542,421,1774,2160
4543,4543,421,1012,1698
4544,4544,421,1565,1905
4545,4545,421,1471,1632
4546,4546,421,2994,3179
4547,4547,421,1555,1811
4548,4548,421,334,679
4549,4549,421,751,1990
4550,4550,421,2775,6800
4551,4551,421,1325,3395
4552,4552,421,1586,1396
4553,4553,421,1815,1811
4554,4554,421,355,443
4555,4555,421,626,2273
4556,4556,421,1367,896
4557,4557,421,730,1358
4558,4558,421,543,1160
4559,4559,421,793,358
4560,4560,421,1002,990
4561,4561,421,2765,2264
4562,4562,421,1221,3348
4563,4563,421,292,415
4564,4564,421,699,1528
4565,4565,421,449,1226
4566,4566,421,835,1122
4567,4567,421,2535,5027
4568,4568,421,230,726
4569,4569,421,1534,2764
4570,4570,421,2035,6348
4571,4571,421,616,915
4572,4572,421,1127,2047
4573,4573,421,1649,3414
4574,4574,421,1210,1622
4575,4575,421,1096,2688
4576,4576,411,1409,1764
4577,4577,411,1471,1726
4578,4578,411,876,811
4579,4579,411,1711,3971
4580,4580,411,1179,2273
4581,4581,411,553,2047
4582,4582,411,991,1669
4583,4583,411,1064,1924
4584,4584,411,1273,1349
4585,4585,411,1847,2820
4586,4586,411,1169,2528
4587,4587,411,626,1566
4588,4588,411,2076,1490
4589,4589,411,2139,5320
4590,4590,411,1022,773
4591,4591,411,3266,7196
4592,4592,411,824,3197
4593,4593,411,1242,2650
4594,4594,411,1127,1160
4595,4595,411,2514,4301
4596,4596,411,1722,4801
4597,4597,411,1252,3782
4598,4598,411,939,849
4599,4599,411,1982,2471
4600,4600,411,1586,2886
4601,4601,411,939,1452
4602,4602,411,803,1622
4603,4603,411,2295,4018
4604,4604,411,2817,6517
4605,4605,411,1909,2018
4606,4606,411,1242,2697
4607,4607,411,1972,2047
4608,4608,411,271,434
4609,4609,411,1179,2094
4610,4610,411,918,2207
4611,4611,411,1649,1952
4612,4612,411,2295,4971
4613,4613,411,355,858
4614,4614,411,449,604
4615,4615,411,2348,3961
4616,4616,411,2546,4122
4617,4617,411,1148,1594
4618,4618,411,3266,1971
4619,4619,402,3600,2264
4620,4620,402,970,2245
4621,4621,402,3078,9092
4622,4622,402,720,2226
4623,4623,402,1075,990
4624,4624,402,2212,6829
4625,4625,402,1649,1886
4626,4626,402,1054,1047
4627,4627,402,1262,2594
4628,4628,402,2598,2264
4629,4629,402,428,2066
4630,4630,402,3234,10545
4631,4631,402,2327,2254
4632,4632,402,699,1198
4633,4633,402,960,3122
4634,4634,402,949,4046
4635,4635,402,762,2000
4636,4636,402,1649,2801
4637,4637,402,1753,1462
4638,4638,402,647,2415
4639,4639,402,188,670
4640,4640,402,783,1386
4641,4641,402,981,2622
4642,4642,402,3892,4046
4643,4643,402,2901,5489
4644,4644,402,960,1452
4645,4645,402,1221,1085
4646,4646,402,1148,1188
4647,4647,402,918,1188
4648,4648,402,2859,3461
4649,4649,402,3255,5687
4650,4650,402,563,368
4651,4651,402,511,1783
4652,4652,402,1179,2292
4653,4653,402,1367,1679
4654,4654,402,814,858
4655,4655,402,3902,8555
4656,4656,402,3454,7753
4657,4657,402,1888,962
4658,4658,402,396,1434
4659,4659,402,751,1471
4660,4660,402,1628,2009
4661,4661,402,1127,500
4662,4662,402,146,104
4663,4663,402,626,2179
4664,4664,402,887,2726
4665,4665,402,2066,4518
4666,4666,402,720,387
4667,4667,392,1210,3471
4668,4668,392,1680,4207
4669,4669,392,1701,4207
4670,4670,392,104,698
4671,4671,392,1315,2481
4672,4672,392,553,434
4673,4673,392,689,3028
4674,4674,392,209,604
4675,4675,392,1471,2707
4676,4676,392,2306,2547
4677,4677,392,2410,4669
4678,4678,392,240,424
4679,4679,392,2222,5093
4680,4680,392,783,2830
4681,4681,392,908,2311
4682,4682,392,3339,8630
4683,4683,392,396,472
4684,4684,392,1419,2292
4685,4685,392,1575,1981
4686,4686,392,1450,2349
4687,4687,392,1492,3754
4688,4688,392,1054,1981
4689,4689,392,1492,1198
4690,4690,392,647,443
4691,4691,392,4111,9592
4692,4692,392,1169,660
4693,4693,392,2494,3716
4694,4694,392,2588,4574
4695,4695,392,1335,1047
4696,4696,392,2859,5489
4697,4697,392,1941,2782
4698,4698,392,230,509
4699,4699,392,1127,2122
4700,4700,392,793,1217
4701,4701,392,449,698
4702,4702,392,783,613
4703,4703,392,991,2264
4704,4704,392,2483,3641
4705,4705,392,720,2216
4706,4706,392,772,1226
4707,4707,392,2076,3858
4708,4708,392,2254,4886
4709,4709,383,981,736
4710,4710,383,2629,6348
4711,4711,383,709,1632
4712,4712,383,866,971
4713,4713,383,1555,1264
4714,4714,383,501,613
4715,4715,383,1461,2150
4716,4716,383,1680,2952
4717,4717,383,887,1434
4718,4718,383,949,1764
4719,4719,383,1763,2830
4720,4720,383,396,1037
4721,4721,383,1283,1377
4722,4722,383,480,1707
4723,4723,383,1857,1990
4724,4724,383,376,1556
4725,4725,383,1158,1273
4726,4726,383,1701,1141
4727,4727,383,1669,3226
4728,4728,383,1242,2367
4729,4729,383,3161,3065
4730,4730,383,136,85
4731,4731,383,1169,1849
4732,4732,383,480,613
4733,4733,383,470,868
4734,4734,383,2880,8668
4735,4735,383,1064,3688
4736,4736,383,1200,1519
4737,4737,383,939,2613
4738,4738,383,136,717
4739,4739,383,1210,1415
4740,4740,383,3808,6083
4741,4741,383,1096,717
4742,4742,383,376,189
4743,4743,383,323,170
4744,4744,383,856,1481
4745,4745,383,1169,1566
4746,4746,383,1137,3801
4747,4747,383,845,500
4748,4748,383,344,1085
4749,4749,383,344,915
4750,4750,383,3067,5923
4751,4751,383,282,1896
4752,4752,383,626,547
4753,4753,383,1763,1971
4754,4754,383,522,462
4755,4755,383,1951,2094
4756,4756,383,3057,3782
4757,4757,383,1210,4452
4758,4758,383,991,2943
4759,4759,383,1262,2311
4760,4760,383,1534,1547
4761,4761,383,856,1085
4762,4762,383,1252,811
4763,4763,383,4090,9215
4764,4764,383,2807,4461
4765,4765,383,856,3820
4766,4766,383,1440,1566
4767,4767,383,553,594
4768,4768,383,1607,4820
4769,4769,373,2139,1396
4770,4770,373,3047,4329
